,fuzzer,covered_targets,time,target,covered_edges,rank,micro_benchmark
3481,honggfuzz,576,900,2261,7522,2,sqlite3_ossfuzz-IDX6
3482,afl,569,900,2261,7563,3,sqlite3_ossfuzz-IDX6
3483,aflplusplus,535,840,2261,7279,4,sqlite3_ossfuzz-IDX6
3484,entropic,520,840,2261,7413,5,sqlite3_ossfuzz-IDX6
3485,libfuzzer,504,780,2261,7278,6,sqlite3_ossfuzz-IDX6
3486,eclipser,1366,900,2010,10356,1,php_php-fuzz-parser-IDX36
3487,entropic,1347,900,2010,9836,2,php_php-fuzz-parser-IDX36
3488,aflplusplus,1346,780,2010,10453,3,php_php-fuzz-parser-IDX36
3489,honggfuzz,1341,780,2010,10171,4,php_php-fuzz-parser-IDX36
3490,libfuzzer,1322,780,2010,9201,5,php_php-fuzz-parser-IDX36
3491,afl,1320,840,2010,9652,6,php_php-fuzz-parser-IDX36
3492,afl,14,60,14,1028,1,lcms-2017-03-21-IDX81
3493,eclipser,14,60,14,1012,2,lcms-2017-03-21-IDX81
3494,aflplusplus,14,120,14,1238,3,lcms-2017-03-21-IDX81
3495,entropic,14,240,14,1273,4,lcms-2017-03-21-IDX81
3496,honggfuzz,13,60,14,1024,5,lcms-2017-03-21-IDX81
3497,libfuzzer,13,840,14,819,6,lcms-2017-03-21-IDX81
3498,aflplusplus,501,900,584,6468,1,libxslt_xpath-IDX47
3499,libfuzzer,309,60,584,5610,2,libxslt_xpath-IDX47
3500,afl,309,240,584,5711,3,libxslt_xpath-IDX47
3501,eclipser,309,240,584,5499,4,libxslt_xpath-IDX47
3502,entropic,309,360,584,5740,5,libxslt_xpath-IDX47
3503,honggfuzz,306,60,584,5487,6,libxslt_xpath-IDX47
3504,honggfuzz,14,60,14,1241,1,lcms-2017-03-21-IDX65
3505,libfuzzer,14,120,14,1276,2,lcms-2017-03-21-IDX65
3506,afl,14,120,14,1238,3,lcms-2017-03-21-IDX65
3507,aflplusplus,14,120,14,1234,4,lcms-2017-03-21-IDX65
3508,entropic,14,120,14,1229,5,lcms-2017-03-21-IDX65
3509,eclipser,14,120,14,1204,6,lcms-2017-03-21-IDX65
3510,honggfuzz,459,900,463,2093,1,libpcap_fuzz_both-IDX35
3511,eclipser,436,780,463,1975,2,libpcap_fuzz_both-IDX35
3512,afl,435,60,463,1931,3,libpcap_fuzz_both-IDX35
3513,aflplusplus,430,180,463,2007,4,libpcap_fuzz_both-IDX35
3514,entropic,427,840,463,1957,5,libpcap_fuzz_both-IDX35
3515,libfuzzer,427,840,463,1954,6,libpcap_fuzz_both-IDX35
3516,aflplusplus,25,60,25,1501,1,libjpeg-turbo-07-2017-IDX55
3517,afl,25,60,25,1444,2,libjpeg-turbo-07-2017-IDX55
3518,honggfuzz,25,60,25,1201,3,libjpeg-turbo-07-2017-IDX55
3519,eclipser,25,60,25,1164,4,libjpeg-turbo-07-2017-IDX55
3520,entropic,25,60,25,1017,5,libjpeg-turbo-07-2017-IDX55
3521,libfuzzer,25,60,25,942,6,libjpeg-turbo-07-2017-IDX55
3522,entropic,125,240,133,3996,1,bloaty_fuzz_target-IDX80
3523,libfuzzer,83,120,133,3804,2,bloaty_fuzz_target-IDX80
3524,eclipser,56,60,133,3960,3,bloaty_fuzz_target-IDX80
3525,aflplusplus,15,60,133,3625,4,bloaty_fuzz_target-IDX80
3526,afl,15,60,133,3602,5,bloaty_fuzz_target-IDX80
3527,honggfuzz,15,60,133,3569,6,bloaty_fuzz_target-IDX80
3528,libfuzzer,3,60,3,1991,1,openthread-2019-12-23-IDX4
3529,aflplusplus,3,60,3,1953,2,openthread-2019-12-23-IDX4
3530,eclipser,3,60,3,1754,3,openthread-2019-12-23-IDX4
3531,afl,3,60,3,1736,4,openthread-2019-12-23-IDX4
3532,entropic,3,60,3,1728,5,openthread-2019-12-23-IDX4
3533,honggfuzz,3,60,3,1718,6,openthread-2019-12-23-IDX4
3534,libfuzzer,73,540,73,2164,1,libpcap_fuzz_both-IDX26
3535,aflplusplus,72,240,73,2026,2,libpcap_fuzz_both-IDX26
3536,eclipser,72,480,73,1994,3,libpcap_fuzz_both-IDX26
3537,afl,72,540,73,2083,4,libpcap_fuzz_both-IDX26
3538,honggfuzz,70,420,73,2059,5,libpcap_fuzz_both-IDX26
3539,entropic,53,420,73,1858,6,libpcap_fuzz_both-IDX26
3540,afl,50,60,50,2200,1,mbedtls_fuzz_dtlsclient-IDX30
3541,eclipser,50,60,50,2175,2,mbedtls_fuzz_dtlsclient-IDX30
3542,honggfuzz,50,60,50,2153,3,mbedtls_fuzz_dtlsclient-IDX30
3543,entropic,50,60,50,2148,4,mbedtls_fuzz_dtlsclient-IDX30
3544,libfuzzer,50,60,50,2090,5,mbedtls_fuzz_dtlsclient-IDX30
3545,aflplusplus,49,60,50,2165,6,mbedtls_fuzz_dtlsclient-IDX30
3546,aflplusplus,95,60,160,1686,1,libjpeg-turbo-07-2017-IDX8
3547,afl,95,60,160,1623,2,libjpeg-turbo-07-2017-IDX8
3548,eclipser,95,120,160,1687,3,libjpeg-turbo-07-2017-IDX8
3549,entropic,95,180,160,1605,4,libjpeg-turbo-07-2017-IDX8
3550,honggfuzz,95,240,160,1785,5,libjpeg-turbo-07-2017-IDX8
3551,libfuzzer,92,660,160,1565,6,libjpeg-turbo-07-2017-IDX8
3552,eclipser,240,840,259,5561,1,harfbuzz-1.3.2-IDX49
3553,afl,237,240,259,5178,2,harfbuzz-1.3.2-IDX49
3554,honggfuzz,226,720,259,5305,3,harfbuzz-1.3.2-IDX49
3555,libfuzzer,221,840,259,5140,4,harfbuzz-1.3.2-IDX49
3556,aflplusplus,213,840,259,5090,5,harfbuzz-1.3.2-IDX49
3557,entropic,208,660,259,4932,6,harfbuzz-1.3.2-IDX49
3558,aflplusplus,900,720,1003,1244,1,lcms-2017-03-21-IDX20
3559,libfuzzer,430,900,1003,589,2,lcms-2017-03-21-IDX20
3560,honggfuzz,429,480,1003,600,3,lcms-2017-03-21-IDX20
3561,entropic,429,900,1003,599,4,lcms-2017-03-21-IDX20
3562,afl,427,420,1003,610,5,lcms-2017-03-21-IDX20
3563,eclipser,413,540,1003,554,6,lcms-2017-03-21-IDX20
3564,honggfuzz,1,60,1,6460,1,sqlite3_ossfuzz-IDX95
3565,libfuzzer,1,60,1,5996,2,sqlite3_ossfuzz-IDX95
3566,entropic,1,60,1,5682,3,sqlite3_ossfuzz-IDX95
3567,afl,1,60,1,5627,4,sqlite3_ossfuzz-IDX95
3568,eclipser,1,60,1,4890,5,sqlite3_ossfuzz-IDX95
3569,aflplusplus,1,60,1,1894,6,sqlite3_ossfuzz-IDX95
3570,aflplusplus,25,60,25,1002,1,vorbis-2017-12-11-IDX30
3571,afl,25,60,25,967,2,vorbis-2017-12-11-IDX30
3572,libfuzzer,25,60,25,953,3,vorbis-2017-12-11-IDX30
3573,eclipser,25,60,25,949,4,vorbis-2017-12-11-IDX30
3574,entropic,25,60,25,941,5,vorbis-2017-12-11-IDX30
3575,honggfuzz,25,180,25,1111,6,vorbis-2017-12-11-IDX30
3576,honggfuzz,41,240,41,1520,1,libjpeg-turbo-07-2017-IDX87
3577,entropic,41,840,41,1759,2,libjpeg-turbo-07-2017-IDX87
3578,afl,39,60,41,1546,3,libjpeg-turbo-07-2017-IDX87
3579,aflplusplus,39,120,41,1598,4,libjpeg-turbo-07-2017-IDX87
3580,eclipser,39,540,41,1608,5,libjpeg-turbo-07-2017-IDX87
3581,libfuzzer,13,60,41,880,6,libjpeg-turbo-07-2017-IDX87
3582,libfuzzer,41,60,41,2229,1,proj4-2017-08-14-IDX36
3583,entropic,41,60,41,2095,2,proj4-2017-08-14-IDX36
3584,aflplusplus,41,60,41,1559,3,proj4-2017-08-14-IDX36
3585,honggfuzz,41,60,41,1441,4,proj4-2017-08-14-IDX36
3586,eclipser,41,60,41,1280,5,proj4-2017-08-14-IDX36
3587,afl,41,120,41,1694,6,proj4-2017-08-14-IDX36
3588,aflplusplus,12,60,354,736,1,vorbis-2017-12-11-IDX45
3589,entropic,12,60,354,726,2,vorbis-2017-12-11-IDX45
3590,honggfuzz,12,60,354,721,3,vorbis-2017-12-11-IDX45
3591,libfuzzer,12,60,354,718,4,vorbis-2017-12-11-IDX45
3592,afl,12,60,354,699,5,vorbis-2017-12-11-IDX45
3593,eclipser,12,120,354,721,6,vorbis-2017-12-11-IDX45
3594,eclipser,74,360,105,2025,1,proj4-2017-08-14-IDX58
3595,libfuzzer,57,420,105,3139,2,proj4-2017-08-14-IDX58
3596,entropic,56,120,105,2257,3,proj4-2017-08-14-IDX58
3597,honggfuzz,56,360,105,3079,4,proj4-2017-08-14-IDX58
3598,aflplusplus,55,540,105,2875,5,proj4-2017-08-14-IDX58
3599,afl,50,660,105,2124,6,proj4-2017-08-14-IDX58
3600,afl,48,60,48,2091,1,libpcap_fuzz_both-IDX94
3601,aflplusplus,48,60,48,2088,2,libpcap_fuzz_both-IDX94
3602,libfuzzer,48,60,48,1953,3,libpcap_fuzz_both-IDX94
3603,eclipser,48,120,48,2107,4,libpcap_fuzz_both-IDX94
3604,entropic,48,120,48,2011,5,libpcap_fuzz_both-IDX94
3605,honggfuzz,48,420,48,2128,6,libpcap_fuzz_both-IDX94
3606,entropic,58,660,409,2079,1,openthread-2019-12-23-IDX63
3607,libfuzzer,57,180,409,1987,2,openthread-2019-12-23-IDX63
3608,aflplusplus,54,240,409,1980,3,openthread-2019-12-23-IDX63
3609,eclipser,41,480,409,1850,4,openthread-2019-12-23-IDX63
3610,afl,38,660,409,1783,5,openthread-2019-12-23-IDX63
3611,honggfuzz,37,120,409,1775,6,openthread-2019-12-23-IDX63
3612,aflplusplus,440,840,443,2170,1,libpcap_fuzz_both-IDX98
3613,entropic,438,600,443,2041,2,libpcap_fuzz_both-IDX98
3614,libfuzzer,435,180,443,1687,3,libpcap_fuzz_both-IDX98
3615,eclipser,434,900,443,1908,4,libpcap_fuzz_both-IDX98
3616,honggfuzz,239,120,443,1557,5,libpcap_fuzz_both-IDX98
3617,afl,239,480,443,1528,6,libpcap_fuzz_both-IDX98
3618,aflplusplus,49,840,626,683,1,lcms-2017-03-21-IDX76
3619,honggfuzz,39,900,626,612,2,lcms-2017-03-21-IDX76
3620,libfuzzer,33,660,626,592,3,lcms-2017-03-21-IDX76
3621,entropic,33,900,626,624,4,lcms-2017-03-21-IDX76
3622,eclipser,29,600,626,572,5,lcms-2017-03-21-IDX76
3623,afl,18,240,626,550,6,lcms-2017-03-21-IDX76
3624,aflplusplus,480,900,589,6340,1,harfbuzz-1.3.2-IDX14
3625,honggfuzz,339,840,589,3964,2,harfbuzz-1.3.2-IDX14
3626,afl,234,300,589,3922,3,harfbuzz-1.3.2-IDX14
3627,eclipser,234,360,589,3980,4,harfbuzz-1.3.2-IDX14
3628,libfuzzer,184,840,589,3477,5,harfbuzz-1.3.2-IDX14
3629,entropic,137,840,589,3306,6,harfbuzz-1.3.2-IDX14
3630,aflplusplus,152,660,165,1763,1,libjpeg-turbo-07-2017-IDX18
3631,afl,150,600,165,1662,2,libjpeg-turbo-07-2017-IDX18
3632,eclipser,150,660,165,1749,3,libjpeg-turbo-07-2017-IDX18
3633,honggfuzz,150,840,165,1712,4,libjpeg-turbo-07-2017-IDX18
3634,entropic,125,540,165,1424,5,libjpeg-turbo-07-2017-IDX18
3635,libfuzzer,15,540,165,929,6,libjpeg-turbo-07-2017-IDX18
3636,libfuzzer,427,60,427,5668,1,libxslt_xpath-IDX88
3637,entropic,427,60,427,5564,2,libxslt_xpath-IDX88
3638,aflplusplus,427,60,427,5544,3,libxslt_xpath-IDX88
3639,afl,427,120,427,5541,4,libxslt_xpath-IDX88
3640,eclipser,427,120,427,5529,5,libxslt_xpath-IDX88
3641,honggfuzz,427,180,427,5585,6,libxslt_xpath-IDX88
3642,afl,963,480,966,5853,1,libxml2-v2.9.2-IDX49
3643,eclipser,960,420,966,5781,2,libxml2-v2.9.2-IDX49
3644,entropic,959,900,966,5417,3,libxml2-v2.9.2-IDX49
3645,honggfuzz,958,720,966,6612,4,libxml2-v2.9.2-IDX49
3646,aflplusplus,957,600,966,5877,5,libxml2-v2.9.2-IDX49
3647,libfuzzer,907,840,966,4924,6,libxml2-v2.9.2-IDX49
3648,honggfuzz,196,60,196,4789,1,libxml2-v2.9.2-IDX82
3649,aflplusplus,196,120,196,4768,2,libxml2-v2.9.2-IDX82
3650,entropic,196,120,196,4609,3,libxml2-v2.9.2-IDX82
3651,eclipser,196,120,196,4428,4,libxml2-v2.9.2-IDX82
3652,afl,196,180,196,4672,5,libxml2-v2.9.2-IDX82
3653,libfuzzer,195,240,196,4550,6,libxml2-v2.9.2-IDX82
3654,libfuzzer,156,540,867,2722,1,openssl_x509-IDX67
3655,afl,155,120,867,2695,2,openssl_x509-IDX67
3656,eclipser,155,360,867,2708,3,openssl_x509-IDX67
3657,aflplusplus,154,120,867,2762,4,openssl_x509-IDX67
3658,entropic,152,180,867,2586,5,openssl_x509-IDX67
3659,honggfuzz,152,300,867,2657,6,openssl_x509-IDX67
3660,honggfuzz,177,60,177,8413,1,php_php-fuzz-parser-IDX1
3661,entropic,177,60,177,7753,2,php_php-fuzz-parser-IDX1
3662,libfuzzer,177,60,177,7445,3,php_php-fuzz-parser-IDX1
3663,aflplusplus,177,60,177,7421,4,php_php-fuzz-parser-IDX1
3664,afl,177,600,177,9596,5,php_php-fuzz-parser-IDX1
3665,eclipser,176,900,177,9841,6,php_php-fuzz-parser-IDX1
3666,honggfuzz,93,540,93,2713,1,proj4-2017-08-14-IDX1
3667,entropic,91,480,93,3188,2,proj4-2017-08-14-IDX1
3668,libfuzzer,87,60,93,2032,3,proj4-2017-08-14-IDX1
3669,afl,87,180,93,1916,4,proj4-2017-08-14-IDX1
3670,eclipser,87,300,93,1738,5,proj4-2017-08-14-IDX1
3671,aflplusplus,87,360,93,1742,6,proj4-2017-08-14-IDX1
3672,honggfuzz,175,540,603,659,1,vorbis-2017-12-11-IDX58
3673,aflplusplus,172,240,603,672,2,vorbis-2017-12-11-IDX58
3674,entropic,172,300,603,665,3,vorbis-2017-12-11-IDX58
3675,afl,88,180,603,537,4,vorbis-2017-12-11-IDX58
3676,libfuzzer,88,840,603,555,5,vorbis-2017-12-11-IDX58
3677,eclipser,33,60,603,444,6,vorbis-2017-12-11-IDX58
3678,aflplusplus,21,60,21,984,1,libpng-1.2.56-IDX67
3679,afl,21,60,21,944,2,libpng-1.2.56-IDX67
3680,honggfuzz,21,60,21,943,3,libpng-1.2.56-IDX67
3681,libfuzzer,21,60,21,931,4,libpng-1.2.56-IDX67
3682,eclipser,21,180,21,937,5,libpng-1.2.56-IDX67
3683,entropic,10,60,21,858,6,libpng-1.2.56-IDX67
3684,eclipser,13,900,14,1563,1,lcms-2017-03-21-IDX22
3685,honggfuzz,12,240,14,1373,2,lcms-2017-03-21-IDX22
3686,entropic,12,240,14,1306,3,lcms-2017-03-21-IDX22
3687,aflplusplus,12,240,14,1302,4,lcms-2017-03-21-IDX22
3688,libfuzzer,12,360,14,1274,5,lcms-2017-03-21-IDX22
3689,afl,10,180,14,1408,6,lcms-2017-03-21-IDX22
3690,afl,41,60,41,1771,1,mbedtls_fuzz_dtlsclient-IDX68
3691,eclipser,41,60,41,1755,2,mbedtls_fuzz_dtlsclient-IDX68
3692,aflplusplus,41,660,41,1893,3,mbedtls_fuzz_dtlsclient-IDX68
3693,honggfuzz,40,60,41,1787,4,mbedtls_fuzz_dtlsclient-IDX68
3694,entropic,40,60,41,1758,5,mbedtls_fuzz_dtlsclient-IDX68
3695,libfuzzer,40,60,41,1676,6,mbedtls_fuzz_dtlsclient-IDX68
3696,aflplusplus,8,120,8,653,1,lcms-2017-03-21-IDX47
3697,honggfuzz,8,120,8,612,2,lcms-2017-03-21-IDX47
3698,entropic,6,60,8,582,3,lcms-2017-03-21-IDX47
3699,libfuzzer,6,60,8,561,4,lcms-2017-03-21-IDX47
3700,afl,6,60,8,549,5,lcms-2017-03-21-IDX47
3701,eclipser,6,60,8,546,6,lcms-2017-03-21-IDX47
3702,aflplusplus,9,60,10,2066,1,openthread-2019-12-23-IDX34
3703,afl,9,60,10,2053,2,openthread-2019-12-23-IDX34
3704,honggfuzz,9,60,10,1930,3,openthread-2019-12-23-IDX34
3705,eclipser,9,60,10,1922,4,openthread-2019-12-23-IDX34
3706,entropic,9,120,10,2080,5,openthread-2019-12-23-IDX34
3707,libfuzzer,9,120,10,2021,6,openthread-2019-12-23-IDX34
3708,eclipser,5,60,5,1411,1,libjpeg-turbo-07-2017-IDX6
3709,entropic,5,60,5,1347,2,libjpeg-turbo-07-2017-IDX6
3710,honggfuzz,5,60,5,1322,3,libjpeg-turbo-07-2017-IDX6
3711,libfuzzer,5,60,5,1318,4,libjpeg-turbo-07-2017-IDX6
3712,afl,5,60,5,1296,5,libjpeg-turbo-07-2017-IDX6
3713,aflplusplus,5,60,5,1266,6,libjpeg-turbo-07-2017-IDX6
3714,aflplusplus,575,480,609,2127,1,libpcap_fuzz_both-IDX88
3715,entropic,566,840,609,1885,2,libpcap_fuzz_both-IDX88
3716,libfuzzer,385,840,609,1686,3,libpcap_fuzz_both-IDX88
3717,honggfuzz,382,660,609,1718,4,libpcap_fuzz_both-IDX88
3718,afl,341,780,609,1523,5,libpcap_fuzz_both-IDX88
3719,eclipser,303,840,609,1473,6,libpcap_fuzz_both-IDX88
3720,aflplusplus,288,480,288,5401,1,libxml2-v2.9.2-IDX81
3721,honggfuzz,288,540,288,6242,2,libxml2-v2.9.2-IDX81
3722,eclipser,288,660,288,6074,3,libxml2-v2.9.2-IDX81
3723,afl,288,780,288,6441,4,libxml2-v2.9.2-IDX81
3724,entropic,217,840,288,5170,5,libxml2-v2.9.2-IDX81
3725,libfuzzer,152,60,288,3775,6,libxml2-v2.9.2-IDX81
3726,honggfuzz,27,540,27,4604,1,bloaty_fuzz_target-IDX8
3727,eclipser,24,780,27,4311,2,bloaty_fuzz_target-IDX8
3728,entropic,17,900,27,4457,3,bloaty_fuzz_target-IDX8
3729,afl,14,60,27,3734,4,bloaty_fuzz_target-IDX8
3730,libfuzzer,10,240,27,3856,5,bloaty_fuzz_target-IDX8
3731,aflplusplus,7,480,27,3662,6,bloaty_fuzz_target-IDX8
3732,honggfuzz,339,780,578,3628,1,harfbuzz-1.3.2-IDX68
3733,aflplusplus,43,480,578,3093,2,harfbuzz-1.3.2-IDX68
3734,eclipser,29,60,578,2834,3,harfbuzz-1.3.2-IDX68
3735,entropic,20,660,578,2967,4,harfbuzz-1.3.2-IDX68
3736,afl,15,60,578,2839,5,harfbuzz-1.3.2-IDX68
3737,libfuzzer,15,60,578,2720,6,harfbuzz-1.3.2-IDX68
3738,libfuzzer,162,60,162,5641,1,libxslt_xpath-IDX99
3739,entropic,162,180,162,5701,2,libxslt_xpath-IDX99
3740,afl,162,180,162,5591,3,libxslt_xpath-IDX99
3741,aflplusplus,162,240,162,5745,4,libxslt_xpath-IDX99
3742,eclipser,162,240,162,5688,5,libxslt_xpath-IDX99
3743,honggfuzz,162,600,162,5751,6,libxslt_xpath-IDX99
3744,afl,16,60,16,7215,1,sqlite3_ossfuzz-IDX37
3745,eclipser,16,60,16,7113,2,sqlite3_ossfuzz-IDX37
3746,libfuzzer,16,60,16,6843,3,sqlite3_ossfuzz-IDX37
3747,entropic,16,60,16,6380,4,sqlite3_ossfuzz-IDX37
3748,aflplusplus,16,60,16,6295,5,sqlite3_ossfuzz-IDX37
3749,honggfuzz,16,60,16,5814,6,sqlite3_ossfuzz-IDX37
3750,eclipser,633,840,716,10140,1,php_php-fuzz-parser-IDX81
3751,entropic,628,720,716,9882,2,php_php-fuzz-parser-IDX81
3752,afl,626,780,716,9444,3,php_php-fuzz-parser-IDX81
3753,aflplusplus,616,780,716,9714,4,php_php-fuzz-parser-IDX81
3754,honggfuzz,615,900,716,9908,5,php_php-fuzz-parser-IDX81
3755,libfuzzer,597,480,716,8996,6,php_php-fuzz-parser-IDX81
3756,honggfuzz,341,780,373,4661,1,bloaty_fuzz_target-IDX65
3757,libfuzzer,325,900,373,4309,2,bloaty_fuzz_target-IDX65
3758,eclipser,318,780,373,4364,3,bloaty_fuzz_target-IDX65
3759,afl,301,720,373,4194,4,bloaty_fuzz_target-IDX65
3760,entropic,295,900,373,4390,5,bloaty_fuzz_target-IDX65
3761,aflplusplus,195,360,373,3829,6,bloaty_fuzz_target-IDX65
3762,aflplusplus,161,60,245,732,1,libpng-1.2.56-IDX74
3763,honggfuzz,161,900,245,737,2,libpng-1.2.56-IDX74
3764,entropic,124,60,245,676,3,libpng-1.2.56-IDX74
3765,libfuzzer,124,60,245,673,4,libpng-1.2.56-IDX74
3766,eclipser,124,120,245,647,5,libpng-1.2.56-IDX74
3767,afl,124,120,245,645,6,libpng-1.2.56-IDX74
3768,libfuzzer,35,60,35,517,1,jsoncpp_jsoncpp_fuzzer-IDX89
3769,entropic,35,60,35,513,2,jsoncpp_jsoncpp_fuzzer-IDX89
3770,afl,35,60,35,511,3,jsoncpp_jsoncpp_fuzzer-IDX89
3771,aflplusplus,35,60,35,510,4,jsoncpp_jsoncpp_fuzzer-IDX89
3772,honggfuzz,35,60,35,509,5,jsoncpp_jsoncpp_fuzzer-IDX89
3773,eclipser,35,60,35,506,6,jsoncpp_jsoncpp_fuzzer-IDX89
3774,afl,47,720,47,1862,1,openthread-2019-12-23-IDX25
3775,eclipser,47,720,47,1840,2,openthread-2019-12-23-IDX25
3776,aflplusplus,46,600,47,1966,3,openthread-2019-12-23-IDX25
3777,entropic,46,900,47,2052,4,openthread-2019-12-23-IDX25
3778,libfuzzer,29,480,47,2013,5,openthread-2019-12-23-IDX25
3779,honggfuzz,23,120,47,1749,6,openthread-2019-12-23-IDX25
3780,libfuzzer,88,60,88,2391,1,re2-2014-12-09-IDX41
3781,honggfuzz,88,60,88,2289,2,re2-2014-12-09-IDX41
3782,afl,88,60,88,2219,3,re2-2014-12-09-IDX41
3783,aflplusplus,88,60,88,2196,4,re2-2014-12-09-IDX41
3784,eclipser,88,60,88,2182,5,re2-2014-12-09-IDX41
3785,entropic,88,60,88,2178,6,re2-2014-12-09-IDX41
3786,aflplusplus,61,60,77,6483,1,libxslt_xpath-IDX25
3787,honggfuzz,61,60,77,5849,2,libxslt_xpath-IDX25
3788,afl,61,60,77,5725,3,libxslt_xpath-IDX25
3789,eclipser,61,60,77,5663,4,libxslt_xpath-IDX25
3790,entropic,61,60,77,5632,5,libxslt_xpath-IDX25
3791,libfuzzer,61,60,77,5572,6,libxslt_xpath-IDX25
3792,libfuzzer,379,360,379,6109,1,libxslt_xpath-IDX43
3793,afl,372,720,379,6081,2,libxslt_xpath-IDX43
3794,aflplusplus,372,840,379,6374,3,libxslt_xpath-IDX43
3795,entropic,369,780,379,6105,4,libxslt_xpath-IDX43
3796,honggfuzz,361,780,379,6131,5,libxslt_xpath-IDX43
3797,eclipser,77,60,379,3307,6,libxslt_xpath-IDX43
3798,honggfuzz,272,60,272,4950,1,harfbuzz-1.3.2-IDX8
3799,aflplusplus,272,60,272,4757,2,harfbuzz-1.3.2-IDX8
3800,libfuzzer,272,60,272,4592,3,harfbuzz-1.3.2-IDX8
3801,afl,272,120,272,5141,4,harfbuzz-1.3.2-IDX8
3802,entropic,272,180,272,5382,5,harfbuzz-1.3.2-IDX8
3803,eclipser,272,180,272,5325,6,harfbuzz-1.3.2-IDX8
3804,entropic,12,60,12,2420,1,proj4-2017-08-14-IDX57
3805,libfuzzer,12,60,12,2272,2,proj4-2017-08-14-IDX57
3806,honggfuzz,12,60,12,911,3,proj4-2017-08-14-IDX57
3807,aflplusplus,12,60,12,832,4,proj4-2017-08-14-IDX57
3808,eclipser,12,60,12,803,5,proj4-2017-08-14-IDX57
3809,afl,12,60,12,714,6,proj4-2017-08-14-IDX57
3810,aflplusplus,182,60,182,2074,1,openthread-2019-12-23-IDX94
3811,eclipser,182,60,182,2035,2,openthread-2019-12-23-IDX94
3812,entropic,182,60,182,2028,3,openthread-2019-12-23-IDX94
3813,libfuzzer,182,60,182,2010,4,openthread-2019-12-23-IDX94
3814,afl,182,60,182,1955,5,openthread-2019-12-23-IDX94
3815,honggfuzz,182,60,182,1925,6,openthread-2019-12-23-IDX94
3816,aflplusplus,36,60,36,1573,1,libjpeg-turbo-07-2017-IDX71
3817,afl,36,60,36,1435,2,libjpeg-turbo-07-2017-IDX71
3818,eclipser,36,120,36,1607,3,libjpeg-turbo-07-2017-IDX71
3819,entropic,36,240,36,1575,4,libjpeg-turbo-07-2017-IDX71
3820,libfuzzer,36,300,36,1468,5,libjpeg-turbo-07-2017-IDX71
3821,honggfuzz,35,60,36,1368,6,libjpeg-turbo-07-2017-IDX71
3822,honggfuzz,274,840,285,5878,1,harfbuzz-1.3.2-IDX71
3823,libfuzzer,231,660,285,5167,2,harfbuzz-1.3.2-IDX71
3824,aflplusplus,214,660,285,5094,3,harfbuzz-1.3.2-IDX71
3825,eclipser,191,240,285,5156,4,harfbuzz-1.3.2-IDX71
3826,afl,191,300,285,5192,5,harfbuzz-1.3.2-IDX71
3827,entropic,186,240,285,4931,6,harfbuzz-1.3.2-IDX71
3828,honggfuzz,20,900,312,1927,1,mbedtls_fuzz_dtlsclient-IDX37
3829,aflplusplus,17,60,312,1835,2,mbedtls_fuzz_dtlsclient-IDX37
3830,entropic,17,720,312,1903,3,mbedtls_fuzz_dtlsclient-IDX37
3831,eclipser,17,720,312,1888,4,mbedtls_fuzz_dtlsclient-IDX37
3832,afl,15,60,312,1811,5,mbedtls_fuzz_dtlsclient-IDX37
3833,libfuzzer,1,60,312,1735,6,mbedtls_fuzz_dtlsclient-IDX37
3834,entropic,117,420,563,624,1,libjpeg-turbo-07-2017-IDX73
3835,honggfuzz,117,420,563,611,2,libjpeg-turbo-07-2017-IDX73
3836,aflplusplus,114,180,563,600,3,libjpeg-turbo-07-2017-IDX73
3837,afl,108,720,563,606,4,libjpeg-turbo-07-2017-IDX73
3838,libfuzzer,66,900,563,548,5,libjpeg-turbo-07-2017-IDX73
3839,eclipser,59,180,563,529,6,libjpeg-turbo-07-2017-IDX73
3840,entropic,139,120,139,2249,1,re2-2014-12-09-IDX3
3841,aflplusplus,139,480,139,2446,2,re2-2014-12-09-IDX3
3842,afl,138,60,139,2337,3,re2-2014-12-09-IDX3
3843,honggfuzz,138,60,139,2295,4,re2-2014-12-09-IDX3
3844,libfuzzer,138,60,139,2218,5,re2-2014-12-09-IDX3
3845,eclipser,138,60,139,2189,6,re2-2014-12-09-IDX3
3846,aflplusplus,161,60,244,1509,1,libjpeg-turbo-07-2017-IDX42
3847,afl,161,60,244,1403,2,libjpeg-turbo-07-2017-IDX42
3848,honggfuzz,161,900,244,1667,3,libjpeg-turbo-07-2017-IDX42
3849,eclipser,160,660,244,1481,4,libjpeg-turbo-07-2017-IDX42
3850,entropic,101,540,244,1320,5,libjpeg-turbo-07-2017-IDX42
3851,libfuzzer,27,180,244,1020,6,libjpeg-turbo-07-2017-IDX42
3852,entropic,14,60,14,2300,1,proj4-2017-08-14-IDX71
3853,honggfuzz,14,60,14,2072,2,proj4-2017-08-14-IDX71
3854,libfuzzer,14,180,14,2683,3,proj4-2017-08-14-IDX71
3855,aflplusplus,12,60,14,1777,4,proj4-2017-08-14-IDX71
3856,eclipser,12,60,14,1437,5,proj4-2017-08-14-IDX71
3857,afl,12,60,14,1188,6,proj4-2017-08-14-IDX71
3858,aflplusplus,1027,480,1042,6207,1,sqlite3_ossfuzz-IDX17
3859,afl,873,780,1042,7208,2,sqlite3_ossfuzz-IDX17
3860,eclipser,848,600,1042,7480,3,sqlite3_ossfuzz-IDX17
3861,libfuzzer,839,600,1042,7367,4,sqlite3_ossfuzz-IDX17
