,fuzzer,coverage,time,rank,micro_benchmark
3475,aflplusplus,65,60,1,openthread-2019-12-23-IDX36
3476,honggfuzz,65,120,2,openthread-2019-12-23-IDX36
3477,afl,65,180,3,openthread-2019-12-23-IDX36
3478,entropic,57,60,4,openthread-2019-12-23-IDX36
3479,libfuzzer,57,60,4,openthread-2019-12-23-IDX36
3480,eclipser,767,900,1,sqlite3_ossfuzz-IDX6
3481,honggfuzz,576,900,2,sqlite3_ossfuzz-IDX6
3482,afl,569,900,3,sqlite3_ossfuzz-IDX6
3483,aflplusplus,535,840,4,sqlite3_ossfuzz-IDX6
3484,entropic,520,840,5,sqlite3_ossfuzz-IDX6
3485,libfuzzer,504,780,6,sqlite3_ossfuzz-IDX6
3486,eclipser,1366,900,1,php_php-fuzz-parser-IDX36
3487,entropic,1347,900,2,php_php-fuzz-parser-IDX36
3488,aflplusplus,1346,780,3,php_php-fuzz-parser-IDX36
3489,honggfuzz,1341,780,4,php_php-fuzz-parser-IDX36
3490,libfuzzer,1322,780,5,php_php-fuzz-parser-IDX36
3491,afl,1320,840,6,php_php-fuzz-parser-IDX36
3492,afl,14,60,1,lcms-2017-03-21-IDX81
3493,eclipser,14,60,1,lcms-2017-03-21-IDX81
3494,aflplusplus,14,120,2,lcms-2017-03-21-IDX81
3495,entropic,14,240,3,lcms-2017-03-21-IDX81
3496,honggfuzz,13,60,4,lcms-2017-03-21-IDX81
3497,libfuzzer,13,840,5,lcms-2017-03-21-IDX81
3498,aflplusplus,501,900,1,libxslt_xpath-IDX47
3499,libfuzzer,309,60,2,libxslt_xpath-IDX47
3500,afl,309,240,3,libxslt_xpath-IDX47
3501,eclipser,309,240,3,libxslt_xpath-IDX47
3502,entropic,309,360,4,libxslt_xpath-IDX47
3503,honggfuzz,306,60,5,libxslt_xpath-IDX47
3504,honggfuzz,14,60,1,lcms-2017-03-21-IDX65
3505,aflplusplus,14,120,2,lcms-2017-03-21-IDX65
3506,entropic,14,120,2,lcms-2017-03-21-IDX65
3507,eclipser,14,120,2,lcms-2017-03-21-IDX65
3508,afl,14,120,2,lcms-2017-03-21-IDX65
3509,libfuzzer,14,120,2,lcms-2017-03-21-IDX65
3510,honggfuzz,459,900,1,libpcap_fuzz_both-IDX35
3511,eclipser,436,780,2,libpcap_fuzz_both-IDX35
3512,afl,435,60,3,libpcap_fuzz_both-IDX35
3513,aflplusplus,430,180,4,libpcap_fuzz_both-IDX35
3514,entropic,427,840,5,libpcap_fuzz_both-IDX35
3515,libfuzzer,427,840,5,libpcap_fuzz_both-IDX35
3516,afl,25,60,1,libjpeg-turbo-07-2017-IDX55
3517,libfuzzer,25,60,1,libjpeg-turbo-07-2017-IDX55
3518,honggfuzz,25,60,1,libjpeg-turbo-07-2017-IDX55
3519,entropic,25,60,1,libjpeg-turbo-07-2017-IDX55
3520,aflplusplus,25,60,1,libjpeg-turbo-07-2017-IDX55
3521,eclipser,25,60,1,libjpeg-turbo-07-2017-IDX55
3522,entropic,125,240,1,bloaty_fuzz_target-IDX80
3523,libfuzzer,83,120,2,bloaty_fuzz_target-IDX80
3524,eclipser,56,60,3,bloaty_fuzz_target-IDX80
3525,honggfuzz,15,60,4,bloaty_fuzz_target-IDX80
3526,afl,15,60,4,bloaty_fuzz_target-IDX80
3527,aflplusplus,15,60,4,bloaty_fuzz_target-IDX80
3528,libfuzzer,3,60,1,openthread-2019-12-23-IDX4
3529,entropic,3,60,1,openthread-2019-12-23-IDX4
3530,afl,3,60,1,openthread-2019-12-23-IDX4
3531,aflplusplus,3,60,1,openthread-2019-12-23-IDX4
3532,honggfuzz,3,60,1,openthread-2019-12-23-IDX4
3533,eclipser,3,60,1,openthread-2019-12-23-IDX4
3534,libfuzzer,73,540,1,libpcap_fuzz_both-IDX26
3535,aflplusplus,72,240,2,libpcap_fuzz_both-IDX26
3536,eclipser,72,480,3,libpcap_fuzz_both-IDX26
3537,afl,72,540,4,libpcap_fuzz_both-IDX26
3538,honggfuzz,70,420,5,libpcap_fuzz_both-IDX26
3539,entropic,53,420,6,libpcap_fuzz_both-IDX26
3540,afl,50,60,1,mbedtls_fuzz_dtlsclient-IDX30
3541,eclipser,50,60,1,mbedtls_fuzz_dtlsclient-IDX30
3542,libfuzzer,50,60,1,mbedtls_fuzz_dtlsclient-IDX30
3543,honggfuzz,50,60,1,mbedtls_fuzz_dtlsclient-IDX30
3544,entropic,50,60,1,mbedtls_fuzz_dtlsclient-IDX30
3545,aflplusplus,49,60,2,mbedtls_fuzz_dtlsclient-IDX30
3546,aflplusplus,95,60,1,libjpeg-turbo-07-2017-IDX8
3547,afl,95,60,1,libjpeg-turbo-07-2017-IDX8
3548,eclipser,95,120,2,libjpeg-turbo-07-2017-IDX8
3549,entropic,95,180,3,libjpeg-turbo-07-2017-IDX8
3550,honggfuzz,95,240,4,libjpeg-turbo-07-2017-IDX8
3551,libfuzzer,92,660,5,libjpeg-turbo-07-2017-IDX8
3552,eclipser,240,840,1,harfbuzz-1.3.2-IDX49
3553,afl,237,240,2,harfbuzz-1.3.2-IDX49
3554,honggfuzz,226,720,3,harfbuzz-1.3.2-IDX49
3555,libfuzzer,221,840,4,harfbuzz-1.3.2-IDX49
3556,aflplusplus,213,840,5,harfbuzz-1.3.2-IDX49
3557,entropic,208,660,6,harfbuzz-1.3.2-IDX49
3558,aflplusplus,900,720,1,lcms-2017-03-21-IDX20
3559,libfuzzer,430,900,2,lcms-2017-03-21-IDX20
3560,honggfuzz,429,480,3,lcms-2017-03-21-IDX20
3561,entropic,429,900,4,lcms-2017-03-21-IDX20
3562,afl,427,420,5,lcms-2017-03-21-IDX20
3563,eclipser,413,540,6,lcms-2017-03-21-IDX20
3564,afl,1,60,1,sqlite3_ossfuzz-IDX95
3565,honggfuzz,1,60,1,sqlite3_ossfuzz-IDX95
3566,entropic,1,60,1,sqlite3_ossfuzz-IDX95
3567,libfuzzer,1,60,1,sqlite3_ossfuzz-IDX95
3568,aflplusplus,1,60,1,sqlite3_ossfuzz-IDX95
3569,eclipser,1,60,1,sqlite3_ossfuzz-IDX95
3570,afl,25,60,1,vorbis-2017-12-11-IDX30
3571,libfuzzer,25,60,1,vorbis-2017-12-11-IDX30
3572,entropic,25,60,1,vorbis-2017-12-11-IDX30
3573,eclipser,25,60,1,vorbis-2017-12-11-IDX30
3574,aflplusplus,25,60,1,vorbis-2017-12-11-IDX30
3575,honggfuzz,25,180,2,vorbis-2017-12-11-IDX30
3576,honggfuzz,41,240,1,libjpeg-turbo-07-2017-IDX87
3577,entropic,41,840,2,libjpeg-turbo-07-2017-IDX87
3578,afl,39,60,3,libjpeg-turbo-07-2017-IDX87
3579,aflplusplus,39,120,4,libjpeg-turbo-07-2017-IDX87
3580,eclipser,39,540,5,libjpeg-turbo-07-2017-IDX87
3581,libfuzzer,13,60,6,libjpeg-turbo-07-2017-IDX87
3582,libfuzzer,41,60,1,proj4-2017-08-14-IDX36
3583,entropic,41,60,1,proj4-2017-08-14-IDX36
3584,eclipser,41,60,1,proj4-2017-08-14-IDX36
3585,aflplusplus,41,60,1,proj4-2017-08-14-IDX36
3586,honggfuzz,41,60,1,proj4-2017-08-14-IDX36
3587,afl,41,120,2,proj4-2017-08-14-IDX36
3588,libfuzzer,12,60,1,vorbis-2017-12-11-IDX45
3589,honggfuzz,12,60,1,vorbis-2017-12-11-IDX45
3590,aflplusplus,12,60,1,vorbis-2017-12-11-IDX45
3591,afl,12,60,1,vorbis-2017-12-11-IDX45
3592,entropic,12,60,1,vorbis-2017-12-11-IDX45
3593,eclipser,12,120,2,vorbis-2017-12-11-IDX45
3594,eclipser,74,360,1,proj4-2017-08-14-IDX58
3595,libfuzzer,57,420,2,proj4-2017-08-14-IDX58
3596,entropic,56,120,3,proj4-2017-08-14-IDX58
3597,honggfuzz,56,360,4,proj4-2017-08-14-IDX58
3598,aflplusplus,55,540,5,proj4-2017-08-14-IDX58
3599,afl,50,660,6,proj4-2017-08-14-IDX58
3600,libfuzzer,48,60,1,libpcap_fuzz_both-IDX94
3601,aflplusplus,48,60,1,libpcap_fuzz_both-IDX94
3602,afl,48,60,1,libpcap_fuzz_both-IDX94
3603,entropic,48,120,2,libpcap_fuzz_both-IDX94
3604,eclipser,48,120,2,libpcap_fuzz_both-IDX94
3605,honggfuzz,48,420,3,libpcap_fuzz_both-IDX94
3606,entropic,58,660,1,openthread-2019-12-23-IDX63
3607,libfuzzer,57,180,2,openthread-2019-12-23-IDX63
3608,aflplusplus,54,240,3,openthread-2019-12-23-IDX63
3609,eclipser,41,480,4,openthread-2019-12-23-IDX63
3610,afl,38,660,5,openthread-2019-12-23-IDX63
3611,honggfuzz,37,120,6,openthread-2019-12-23-IDX63
3612,aflplusplus,440,840,1,libpcap_fuzz_both-IDX98
3613,entropic,438,600,2,libpcap_fuzz_both-IDX98
3614,libfuzzer,435,180,3,libpcap_fuzz_both-IDX98
3615,eclipser,434,900,4,libpcap_fuzz_both-IDX98
3616,honggfuzz,239,120,5,libpcap_fuzz_both-IDX98
3617,afl,239,480,6,libpcap_fuzz_both-IDX98
3618,aflplusplus,49,840,1,lcms-2017-03-21-IDX76
3619,honggfuzz,39,900,2,lcms-2017-03-21-IDX76
3620,libfuzzer,33,660,3,lcms-2017-03-21-IDX76
3621,entropic,33,900,4,lcms-2017-03-21-IDX76
3622,eclipser,29,600,5,lcms-2017-03-21-IDX76
3623,afl,18,240,6,lcms-2017-03-21-IDX76
3624,aflplusplus,480,900,1,harfbuzz-1.3.2-IDX14
3625,honggfuzz,339,840,2,harfbuzz-1.3.2-IDX14
3626,afl,234,300,3,harfbuzz-1.3.2-IDX14
3627,eclipser,234,360,4,harfbuzz-1.3.2-IDX14
3628,libfuzzer,184,840,5,harfbuzz-1.3.2-IDX14
3629,entropic,137,840,6,harfbuzz-1.3.2-IDX14
3630,aflplusplus,152,660,1,libjpeg-turbo-07-2017-IDX18
3631,afl,150,600,2,libjpeg-turbo-07-2017-IDX18
3632,eclipser,150,660,3,libjpeg-turbo-07-2017-IDX18
3633,honggfuzz,150,840,4,libjpeg-turbo-07-2017-IDX18
3634,entropic,125,540,5,libjpeg-turbo-07-2017-IDX18
3635,libfuzzer,15,540,6,libjpeg-turbo-07-2017-IDX18
3636,libfuzzer,427,60,1,libxslt_xpath-IDX88
3637,entropic,427,60,1,libxslt_xpath-IDX88
3638,aflplusplus,427,60,1,libxslt_xpath-IDX88
3639,afl,427,120,2,libxslt_xpath-IDX88
3640,eclipser,427,120,2,libxslt_xpath-IDX88
3641,honggfuzz,427,180,3,libxslt_xpath-IDX88
3642,afl,963,480,1,libxml2-v2.9.2-IDX49
3643,eclipser,960,420,2,libxml2-v2.9.2-IDX49
3644,entropic,959,900,3,libxml2-v2.9.2-IDX49
3645,honggfuzz,958,720,4,libxml2-v2.9.2-IDX49
3646,aflplusplus,957,600,5,libxml2-v2.9.2-IDX49
3647,libfuzzer,907,840,6,libxml2-v2.9.2-IDX49
3648,honggfuzz,196,60,1,libxml2-v2.9.2-IDX82
3649,eclipser,196,120,2,libxml2-v2.9.2-IDX82
3650,aflplusplus,196,120,2,libxml2-v2.9.2-IDX82
3651,entropic,196,120,2,libxml2-v2.9.2-IDX82
3652,afl,196,180,3,libxml2-v2.9.2-IDX82
3653,libfuzzer,195,240,4,libxml2-v2.9.2-IDX82
3654,libfuzzer,156,540,1,openssl_x509-IDX67
3655,afl,155,120,2,openssl_x509-IDX67
3656,eclipser,155,360,3,openssl_x509-IDX67
3657,aflplusplus,154,120,4,openssl_x509-IDX67
3658,entropic,152,180,5,openssl_x509-IDX67
3659,honggfuzz,152,300,6,openssl_x509-IDX67
3660,entropic,177,60,1,php_php-fuzz-parser-IDX1
3661,honggfuzz,177,60,1,php_php-fuzz-parser-IDX1
3662,aflplusplus,177,60,1,php_php-fuzz-parser-IDX1
3663,libfuzzer,177,60,1,php_php-fuzz-parser-IDX1
3664,afl,177,600,2,php_php-fuzz-parser-IDX1
3665,eclipser,176,900,3,php_php-fuzz-parser-IDX1
3666,honggfuzz,93,540,1,proj4-2017-08-14-IDX1
3667,entropic,91,480,2,proj4-2017-08-14-IDX1
3668,libfuzzer,87,60,3,proj4-2017-08-14-IDX1
3669,afl,87,180,4,proj4-2017-08-14-IDX1
3670,eclipser,87,300,5,proj4-2017-08-14-IDX1
3671,aflplusplus,87,360,6,proj4-2017-08-14-IDX1
3672,honggfuzz,175,540,1,vorbis-2017-12-11-IDX58
3673,aflplusplus,172,240,2,vorbis-2017-12-11-IDX58
3674,entropic,172,300,3,vorbis-2017-12-11-IDX58
3675,afl,88,180,4,vorbis-2017-12-11-IDX58
3676,libfuzzer,88,840,5,vorbis-2017-12-11-IDX58
3677,eclipser,33,60,6,vorbis-2017-12-11-IDX58
3678,afl,21,60,1,libpng-1.2.56-IDX67
3679,libfuzzer,21,60,1,libpng-1.2.56-IDX67
3680,aflplusplus,21,60,1,libpng-1.2.56-IDX67
3681,honggfuzz,21,60,1,libpng-1.2.56-IDX67
3682,eclipser,21,180,2,libpng-1.2.56-IDX67
3683,entropic,10,60,3,libpng-1.2.56-IDX67
3684,eclipser,13,900,1,lcms-2017-03-21-IDX22
3685,entropic,12,240,2,lcms-2017-03-21-IDX22
3686,aflplusplus,12,240,2,lcms-2017-03-21-IDX22
3687,honggfuzz,12,240,2,lcms-2017-03-21-IDX22
3688,libfuzzer,12,360,3,lcms-2017-03-21-IDX22
3689,afl,10,180,4,lcms-2017-03-21-IDX22
3690,afl,41,60,1,mbedtls_fuzz_dtlsclient-IDX68
3691,eclipser,41,60,1,mbedtls_fuzz_dtlsclient-IDX68
3692,aflplusplus,41,660,2,mbedtls_fuzz_dtlsclient-IDX68
3693,libfuzzer,40,60,3,mbedtls_fuzz_dtlsclient-IDX68
3694,entropic,40,60,3,mbedtls_fuzz_dtlsclient-IDX68
3695,honggfuzz,40,60,3,mbedtls_fuzz_dtlsclient-IDX68
3696,aflplusplus,8,120,1,lcms-2017-03-21-IDX47
3697,honggfuzz,8,120,1,lcms-2017-03-21-IDX47
3698,libfuzzer,6,60,2,lcms-2017-03-21-IDX47
3699,entropic,6,60,2,lcms-2017-03-21-IDX47
3700,afl,6,60,2,lcms-2017-03-21-IDX47
3701,eclipser,6,60,2,lcms-2017-03-21-IDX47
3702,afl,9,60,1,openthread-2019-12-23-IDX34
3703,aflplusplus,9,60,1,openthread-2019-12-23-IDX34
3704,eclipser,9,60,1,openthread-2019-12-23-IDX34
3705,honggfuzz,9,60,1,openthread-2019-12-23-IDX34
3706,entropic,9,120,2,openthread-2019-12-23-IDX34
3707,libfuzzer,9,120,2,openthread-2019-12-23-IDX34
3708,libfuzzer,5,60,1,libjpeg-turbo-07-2017-IDX6
3709,entropic,5,60,1,libjpeg-turbo-07-2017-IDX6
3710,afl,5,60,1,libjpeg-turbo-07-2017-IDX6
3711,eclipser,5,60,1,libjpeg-turbo-07-2017-IDX6
3712,honggfuzz,5,60,1,libjpeg-turbo-07-2017-IDX6
3713,aflplusplus,5,60,1,libjpeg-turbo-07-2017-IDX6
3714,aflplusplus,575,480,1,libpcap_fuzz_both-IDX88
3715,entropic,566,840,2,libpcap_fuzz_both-IDX88
3716,libfuzzer,385,840,3,libpcap_fuzz_both-IDX88
3717,honggfuzz,382,660,4,libpcap_fuzz_both-IDX88
3718,afl,341,780,5,libpcap_fuzz_both-IDX88
3719,eclipser,303,840,6,libpcap_fuzz_both-IDX88
3720,aflplusplus,288,480,1,libxml2-v2.9.2-IDX81
3721,honggfuzz,288,540,2,libxml2-v2.9.2-IDX81
3722,eclipser,288,660,3,libxml2-v2.9.2-IDX81
3723,afl,288,780,4,libxml2-v2.9.2-IDX81
3724,entropic,217,840,5,libxml2-v2.9.2-IDX81
3725,libfuzzer,152,60,6,libxml2-v2.9.2-IDX81
3726,honggfuzz,27,540,1,bloaty_fuzz_target-IDX8
3727,eclipser,24,780,2,bloaty_fuzz_target-IDX8
3728,entropic,17,900,3,bloaty_fuzz_target-IDX8
3729,afl,14,60,4,bloaty_fuzz_target-IDX8
3730,libfuzzer,10,240,5,bloaty_fuzz_target-IDX8
3731,aflplusplus,7,480,6,bloaty_fuzz_target-IDX8
3732,honggfuzz,339,780,1,harfbuzz-1.3.2-IDX68
3733,aflplusplus,43,480,2,harfbuzz-1.3.2-IDX68
3734,eclipser,29,60,3,harfbuzz-1.3.2-IDX68
3735,entropic,20,660,4,harfbuzz-1.3.2-IDX68
3736,afl,15,60,5,harfbuzz-1.3.2-IDX68
3737,libfuzzer,15,60,5,harfbuzz-1.3.2-IDX68
3738,libfuzzer,162,60,1,libxslt_xpath-IDX99
3739,afl,162,180,2,libxslt_xpath-IDX99
3740,entropic,162,180,2,libxslt_xpath-IDX99
3741,aflplusplus,162,240,3,libxslt_xpath-IDX99
3742,eclipser,162,240,3,libxslt_xpath-IDX99
3743,honggfuzz,162,600,4,libxslt_xpath-IDX99
3744,eclipser,16,60,1,sqlite3_ossfuzz-IDX37
3745,afl,16,60,1,sqlite3_ossfuzz-IDX37
3746,entropic,16,60,1,sqlite3_ossfuzz-IDX37
3747,honggfuzz,16,60,1,sqlite3_ossfuzz-IDX37
3748,aflplusplus,16,60,1,sqlite3_ossfuzz-IDX37
3749,libfuzzer,16,60,1,sqlite3_ossfuzz-IDX37
3750,eclipser,633,840,1,php_php-fuzz-parser-IDX81
3751,entropic,628,720,2,php_php-fuzz-parser-IDX81
3752,afl,626,780,3,php_php-fuzz-parser-IDX81
3753,aflplusplus,616,780,4,php_php-fuzz-parser-IDX81
3754,honggfuzz,615,900,5,php_php-fuzz-parser-IDX81
3755,libfuzzer,597,480,6,php_php-fuzz-parser-IDX81
3756,honggfuzz,341,780,1,bloaty_fuzz_target-IDX65
3757,libfuzzer,325,900,2,bloaty_fuzz_target-IDX65
3758,eclipser,318,780,3,bloaty_fuzz_target-IDX65
3759,afl,301,720,4,bloaty_fuzz_target-IDX65
3760,entropic,295,900,5,bloaty_fuzz_target-IDX65
3761,aflplusplus,195,360,6,bloaty_fuzz_target-IDX65
3762,aflplusplus,161,60,1,libpng-1.2.56-IDX74
3763,honggfuzz,161,900,2,libpng-1.2.56-IDX74
3764,entropic,124,60,3,libpng-1.2.56-IDX74
3765,libfuzzer,124,60,3,libpng-1.2.56-IDX74
3766,eclipser,124,120,4,libpng-1.2.56-IDX74
3767,afl,124,120,4,libpng-1.2.56-IDX74
3768,aflplusplus,35,60,1,jsoncpp_jsoncpp_fuzzer-IDX89
3769,eclipser,35,60,1,jsoncpp_jsoncpp_fuzzer-IDX89
3770,entropic,35,60,1,jsoncpp_jsoncpp_fuzzer-IDX89
3771,honggfuzz,35,60,1,jsoncpp_jsoncpp_fuzzer-IDX89
3772,afl,35,60,1,jsoncpp_jsoncpp_fuzzer-IDX89
3773,libfuzzer,35,60,1,jsoncpp_jsoncpp_fuzzer-IDX89
3774,eclipser,47,720,1,openthread-2019-12-23-IDX25
3775,afl,47,720,1,openthread-2019-12-23-IDX25
3776,aflplusplus,46,600,2,openthread-2019-12-23-IDX25
3777,entropic,46,900,3,openthread-2019-12-23-IDX25
3778,libfuzzer,29,480,4,openthread-2019-12-23-IDX25
3779,honggfuzz,23,120,5,openthread-2019-12-23-IDX25
3780,afl,88,60,1,re2-2014-12-09-IDX41
3781,aflplusplus,88,60,1,re2-2014-12-09-IDX41
3782,entropic,88,60,1,re2-2014-12-09-IDX41
3783,libfuzzer,88,60,1,re2-2014-12-09-IDX41
3784,honggfuzz,88,60,1,re2-2014-12-09-IDX41
3785,eclipser,88,60,1,re2-2014-12-09-IDX41
3786,aflplusplus,61,60,1,libxslt_xpath-IDX25
3787,eclipser,61,60,1,libxslt_xpath-IDX25
3788,afl,61,60,1,libxslt_xpath-IDX25
3789,honggfuzz,61,60,1,libxslt_xpath-IDX25
3790,libfuzzer,61,60,1,libxslt_xpath-IDX25
3791,entropic,61,60,1,libxslt_xpath-IDX25
3792,libfuzzer,379,360,1,libxslt_xpath-IDX43
3793,afl,372,720,2,libxslt_xpath-IDX43
3794,aflplusplus,372,840,3,libxslt_xpath-IDX43
3795,entropic,369,780,4,libxslt_xpath-IDX43
3796,honggfuzz,361,780,5,libxslt_xpath-IDX43
3797,eclipser,77,60,6,libxslt_xpath-IDX43
3798,libfuzzer,272,60,1,harfbuzz-1.3.2-IDX8
3799,aflplusplus,272,60,1,harfbuzz-1.3.2-IDX8
3800,honggfuzz,272,60,1,harfbuzz-1.3.2-IDX8
3801,afl,272,120,2,harfbuzz-1.3.2-IDX8
3802,eclipser,272,180,3,harfbuzz-1.3.2-IDX8
3803,entropic,272,180,3,harfbuzz-1.3.2-IDX8
3804,honggfuzz,12,60,1,proj4-2017-08-14-IDX57
3805,eclipser,12,60,1,proj4-2017-08-14-IDX57
3806,aflplusplus,12,60,1,proj4-2017-08-14-IDX57
3807,afl,12,60,1,proj4-2017-08-14-IDX57
3808,libfuzzer,12,60,1,proj4-2017-08-14-IDX57
3809,entropic,12,60,1,proj4-2017-08-14-IDX57
3810,aflplusplus,182,60,1,openthread-2019-12-23-IDX94
3811,eclipser,182,60,1,openthread-2019-12-23-IDX94
3812,honggfuzz,182,60,1,openthread-2019-12-23-IDX94
3813,entropic,182,60,1,openthread-2019-12-23-IDX94
3814,libfuzzer,182,60,1,openthread-2019-12-23-IDX94
3815,afl,182,60,1,openthread-2019-12-23-IDX94
3816,aflplusplus,36,60,1,libjpeg-turbo-07-2017-IDX71
3817,afl,36,60,1,libjpeg-turbo-07-2017-IDX71
3818,eclipser,36,120,2,libjpeg-turbo-07-2017-IDX71
3819,entropic,36,240,3,libjpeg-turbo-07-2017-IDX71
3820,libfuzzer,36,300,4,libjpeg-turbo-07-2017-IDX71
3821,honggfuzz,35,60,5,libjpeg-turbo-07-2017-IDX71
3822,honggfuzz,274,840,1,harfbuzz-1.3.2-IDX71
3823,libfuzzer,231,660,2,harfbuzz-1.3.2-IDX71
3824,aflplusplus,214,660,3,harfbuzz-1.3.2-IDX71
3825,eclipser,191,240,4,harfbuzz-1.3.2-IDX71
3826,afl,191,300,5,harfbuzz-1.3.2-IDX71
3827,entropic,186,240,6,harfbuzz-1.3.2-IDX71
3828,honggfuzz,20,900,1,mbedtls_fuzz_dtlsclient-IDX37
3829,aflplusplus,17,60,2,mbedtls_fuzz_dtlsclient-IDX37
3830,eclipser,17,720,3,mbedtls_fuzz_dtlsclient-IDX37
3831,entropic,17,720,3,mbedtls_fuzz_dtlsclient-IDX37
3832,afl,15,60,4,mbedtls_fuzz_dtlsclient-IDX37
3833,libfuzzer,1,60,5,mbedtls_fuzz_dtlsclient-IDX37
3834,honggfuzz,117,420,1,libjpeg-turbo-07-2017-IDX73
3835,entropic,117,420,1,libjpeg-turbo-07-2017-IDX73
3836,aflplusplus,114,180,2,libjpeg-turbo-07-2017-IDX73
3837,afl,108,720,3,libjpeg-turbo-07-2017-IDX73
3838,libfuzzer,66,900,4,libjpeg-turbo-07-2017-IDX73
3839,eclipser,59,180,5,libjpeg-turbo-07-2017-IDX73
3840,entropic,139,120,1,re2-2014-12-09-IDX3
3841,aflplusplus,139,480,2,re2-2014-12-09-IDX3
3842,libfuzzer,138,60,3,re2-2014-12-09-IDX3
3843,honggfuzz,138,60,3,re2-2014-12-09-IDX3
3844,afl,138,60,3,re2-2014-12-09-IDX3
3845,eclipser,138,60,3,re2-2014-12-09-IDX3
3846,aflplusplus,161,60,1,libjpeg-turbo-07-2017-IDX42
3847,afl,161,60,1,libjpeg-turbo-07-2017-IDX42
3848,honggfuzz,161,900,2,libjpeg-turbo-07-2017-IDX42
3849,eclipser,160,660,3,libjpeg-turbo-07-2017-IDX42
3850,entropic,101,540,4,libjpeg-turbo-07-2017-IDX42
3851,libfuzzer,27,180,5,libjpeg-turbo-07-2017-IDX42
3852,honggfuzz,14,60,1,proj4-2017-08-14-IDX71
3853,entropic,14,60,1,proj4-2017-08-14-IDX71
3854,libfuzzer,14,180,2,proj4-2017-08-14-IDX71
3855,aflplusplus,12,60,3,proj4-2017-08-14-IDX71
3856,eclipser,12,60,3,proj4-2017-08-14-IDX71
3857,afl,12,60,3,proj4-2017-08-14-IDX71
3858,aflplusplus,1027,480,1,sqlite3_ossfuzz-IDX17
3859,afl,873,780,2,sqlite3_ossfuzz-IDX17
3860,eclipser,848,600,3,sqlite3_ossfuzz-IDX17
3861,libfuzzer,839,600,4,sqlite3_ossfuzz-IDX17
3862,honggfuzz,838,300,5,sqlite3_ossfuzz-IDX17
3863,entropic,773,240,6,sqlite3_ossfuzz-IDX17
3864,entropic,397,780,1,bloaty_fuzz_target-IDX92
3865,honggfuzz,353,780,2,bloaty_fuzz_target-IDX92
3866,afl,352,360,3,bloaty_fuzz_target-IDX92
3867,libfuzzer,352,540,4,bloaty_fuzz_target-IDX92
3868,eclipser,290,540,5,bloaty_fuzz_target-IDX92
3869,aflplusplus,204,120,6,bloaty_fuzz_target-IDX92
3870,afl,40,300,1,libjpeg-turbo-07-2017-IDX44
3871,entropic,39,60,2,libjpeg-turbo-07-2017-IDX44
3872,aflplusplus,39,60,2,libjpeg-turbo-07-2017-IDX44
3873,honggfuzz,39,60,2,libjpeg-turbo-07-2017-IDX44
3874,libfuzzer,39,60,2,libjpeg-turbo-07-2017-IDX44
3875,eclipser,39,420,3,libjpeg-turbo-07-2017-IDX44
3876,honggfuzz,76,240,1,libpng-1.2.56-IDX79
3877,aflplusplus,76,600,2,libpng-1.2.56-IDX79
3878,entropic,75,240,3,libpng-1.2.56-IDX79
3879,afl,75,420,4,libpng-1.2.56-IDX79
3880,eclipser,74,180,5,libpng-1.2.56-IDX79
3881,libfuzzer,72,60,6,libpng-1.2.56-IDX79
3882,honggfuzz,15,240,1,mbedtls_fuzz_dtlsclient-IDX9
3883,eclipser,15,420,2,mbedtls_fuzz_dtlsclient-IDX9
3884,afl,15,780,3,mbedtls_fuzz_dtlsclient-IDX9
3885,libfuzzer,13,60,4,mbedtls_fuzz_dtlsclient-IDX9
3886,entropic,13,60,4,mbedtls_fuzz_dtlsclient-IDX9
3887,aflplusplus,13,60,4,mbedtls_fuzz_dtlsclient-IDX9
3888,aflplusplus,94,60,1,libpcap_fuzz_both-IDX56
3889,afl,94,60,1,libpcap_fuzz_both-IDX56
3890,honggfuzz,94,120,2,libpcap_fuzz_both-IDX56
3891,eclipser,94,360,3,libpcap_fuzz_both-IDX56
3892,libfuzzer,94,840,4,libpcap_fuzz_both-IDX56
3893,entropic,91,60,5,libpcap_fuzz_both-IDX56
3894,honggfuzz,111,780,1,libxslt_xpath-IDX1
3895,libfuzzer,109,540,2,libxslt_xpath-IDX1
3896,aflplusplus,83,240,3,libxslt_xpath-IDX1
3897,eclipser,82,180,4,libxslt_xpath-IDX1
3898,entropic,80,120,5,libxslt_xpath-IDX1
3899,afl,80,240,6,libxslt_xpath-IDX1
3900,entropic,129,180,1,php_php-fuzz-parser-IDX34
3901,honggfuzz,127,360,2,php_php-fuzz-parser-IDX34
3902,libfuzzer,122,480,3,php_php-fuzz-parser-IDX34
3903,aflplusplus,113,480,4,php_php-fuzz-parser-IDX34
3904,afl,113,540,5,php_php-fuzz-parser-IDX34
3905,eclipser,107,600,6,php_php-fuzz-parser-IDX34
3906,aflplusplus,46,120,1,libpng-1.2.56-IDX55
3907,entropic,45,180,2,libpng-1.2.56-IDX55
3908,libfuzzer,45,540,3,libpng-1.2.56-IDX55
3909,honggfuzz,44,120,4,libpng-1.2.56-IDX55
3910,afl,44,360,5,libpng-1.2.56-IDX55
3911,eclipser,43,300,6,libpng-1.2.56-IDX55
3912,aflplusplus,21,60,1,libpng-1.2.56-IDX69
3913,honggfuzz,21,60,1,libpng-1.2.56-IDX69
3914,entropic,21,60,1,libpng-1.2.56-IDX69
